"","CHP212_WT_DMSO_1","CHP212_WT_DMSO_2","CHP212_WT_Nutlin_1","CHP212_WT_Nutlin_2","CHP212_KO_DMSO_1","CHP212_KO_DMSO_2","CHP212_KO_Nutlin_1","CHP212_KO_Nutlin_2"
"ENSG00000100312",0,0,1,2,0,0,1.264,3
"ENSG00000100314",52.195,66.339,29.123,23.093,5929.729,6694.187,4515.083,3639.613
"ENSG00000100316",80476.502,74658.716,117685.855,103210.871,122877.107,133176.63,149838.152,132667.234
"ENSG00000100319",1054.806,873.481,1236.877,1062.907,1826.27,2103.813,1850.917,1597.387
"ENSG00000100320",13708.574,13616.669,11325.249,11759.262,22854.868,27279.402,19356.171,17926.385
"ENSG00000100321",1765,1603.001,1779.001,1584.001,1929.999,2028.001,1917.001,1638.001
"ENSG00000100324",2847.001,2528,2864,2656,3160.999,3495,3165,3022
"ENSG00000100325",4190.002,3840,5032,4568.999,4575.998,4878.003,5414,4685
"ENSG00000100330",2848.999,2608.002,3910,4114.001,4285,4585.999,4394.999,4167.998
"ENSG00000100335",7134.342,6802.187,7475.911,7121.407,7668.965,8208.209,7597.937,6624.825
"ENSG00000100336",422.494,385.132,521.639,507.355,1230.411,1269.413,1149.887,1013.771
"ENSG00000100341",0,4,2,2,0,0,2,4
"ENSG00000100342",2628.704,2593.551,2689.456,2336.514,1074.822,1133.848,704.221,707.092
"ENSG00000100344",2657.151,2344.165,2603.111,3385.97,376.423,474.733,355.709,356.926
"ENSG00000100345",52346.978,50668.261,70835.527,77487.82,41375.336,43672.507,36345.066,35639.396
"ENSG00000100346",4,0,6,0,0,0,2,0
"ENSG00000100347",4056.001,3773.469,5414,4945.184,4469.001,5150.001,5699.557,5158.002
"ENSG00000100348",3664.001,3261,3753,3489.001,3665,3726,3800,3214
"ENSG00000100350",5058.46,4990.84,2181.598,2190.271,8008.491,8341.124,5638.902,5442.331
"ENSG00000100351",0,0,0,2,4,6,0,0
"ENSG00000100353",13029.001,11874.001,15301.998,14413.001,12385.999,13470,13814,12810.999
"ENSG00000100354",3790,3418.999,4239.999,4419.999,4779.463,5107,4360.001,3538.001
"ENSG00000100359",2330.759,2176.71,2721.609,2562.901,3628.978,3947.869,4003.079,3400.166
"ENSG00000100360",2260,2007.004,2828,2467.999,3387.999,3605.001,3674.001,3183
"ENSG00000100362",0,0,1,0,0,0,0,0
"ENSG00000100364",3888.001,3539.986,5378.676,5180.999,4207.003,4451.036,4680.001,4181.006
"ENSG00000100365",0,0,1.984,0,0,0,0,0
"ENSG00000100368",2,6,14,13,4,2,0,8
"ENSG00000100372",2694.001,2600,2734.001,2390.003,4257,4946.999,5005.002,4303
"ENSG00000100373",0,0,0,0,0,0,0,0
"ENSG00000100376",2146.555,1957.473,2415.011,2217.836,2859.122,2934.73,2855.796,2668.668
"ENSG00000100379",1830.001,1603.999,1485.001,1372,2434,2769.001,2243,2094
"ENSG00000100380",27956.159,26310.851,32451.06,28303.372,36970.725,39475.319,37376.822,33152.562
"ENSG00000100385",215,223,135,107,91,98,52,47
"ENSG00000100387",4891.999,4874,4123,3672.999,5376.999,5749.999,4364,4304
"ENSG00000100393",5923.001,5807.001,6424.018,6727.001,8540,9296.005,8536.002,7466.746
"ENSG00000100395",3505.05,2984.521,2999.452,2905.996,3486.598,3840.968,3767.783,3357.381
"ENSG00000100399",28.001,35,695,523,69,56,507,396
"ENSG00000100401",17193.001,15435,17306.999,16339,14514,16056.999,13290.001,11947
"ENSG00000100403",18580.391,17252.279,20703.097,21606.961,24108.278,25691.273,23136.913,22048.973
"ENSG00000100410",3207,2962,2190,1853,3526.999,3748,2851,2766
"ENSG00000100412",7162.57,6237.072,6740.855,6286.6,7262.022,7792.269,7171.701,6327.528
"ENSG00000100413",4774.96,4545.525,3827.925,3533.998,5260.706,6007.341,4522.005,4215.85
"ENSG00000100416",4797.001,4542.999,3754.999,3693.999,4672.999,4875.002,4641.001,4375.999
"ENSG00000100417",1132.967,946.952,863,802.901,1456.925,1531.948,1252.881,1247.959
"ENSG00000100418",5542.258,5024.621,5439.879,4491.407,5742.517,5908.062,6096.756,5558.359
"ENSG00000100422",14007,12871,12243.005,11542,28473,31322.001,24969,21845.002
"ENSG00000100425",6127.002,5740,6071,5755.001,7278,8068.999,7952.001,6974.001
"ENSG00000100426",5670,5008,6135,5874,6354,7084,7027,6173
"ENSG00000100427",112,108,186,213,0,4,2,1
"ENSG00000100429",1219.598,1336.109,1531.815,1435.038,1568.925,1547.53,1893.044,1902.066
"ENSG00000100433",2,2,2,20,8,14,54,26
"ENSG00000100439",454,372,1973,1730,831.001,923.002,1703.001,1360.001
"ENSG00000100441",4524.74,4152.6,5864.94,6325.806,5701.472,5917.093,6205.57,5346.258
"ENSG00000100442",7996.554,7488.517,6003.788,4787.311,10618.88,11354.145,8533.952,7599.916
"ENSG00000100445",2598.079,2525.4,3103.038,2639.872,3821.299,4157.844,4715.43,4009.743
"ENSG00000100448",0,2,0,0,0,0,0,0
"ENSG00000100450",0,0,0,0,0,0,0,0
"ENSG00000100453",0,0,0,0,0,0,0,0
"ENSG00000100461",5062.22,4614.276,4396.543,3984.456,6683.949,7061.337,5795.265,5517.322
"ENSG00000100462",10484,9419,10528.002,9555.001,11268.001,12196,11000,9888
"ENSG00000100473",4157.804,3922.998,2279.999,2061.002,5623.731,5920.831,4455,4209.975
"ENSG00000100478",560.603,538.47,471.073,500.643,929.791,936.879,859.186,671.101
"ENSG00000100479",1298,1275.001,243.999,154,1552,1659.998,689.999,642
"ENSG00000100483",1030,989.001,903.999,790,1100.999,1221,1146.999,1034.001
"ENSG00000100485",1762,1749,2037,1871.001,1934.002,2093.001,2028,1660.998
"ENSG00000100490",885.577,732.402,940.121,913.063,1008.738,1024.352,1109.681,961.651
"ENSG00000100503",4297.118,3954.756,2451.085,2659.085,3980.835,4673.292,3362.021,3202.652
"ENSG00000100504",4005.192,3767.003,4439.001,4073.145,3107.043,3164.642,2774.773,2758.014
"ENSG00000100505",7554.001,7091.001,8246.998,7620.999,4841.998,5172.999,4377.001,3850.999
"ENSG00000100519",4282.271,3791.885,3903.472,3503.272,4289.387,4742.583,4458.201,3790.442
"ENSG00000100522",2620.752,2555.841,1720.023,1554.037,2372.01,2842.804,2267.362,2007.387
"ENSG00000100523",4847,4753.068,4529.749,4273.999,4458.002,4811,4045.002,3660.094
"ENSG00000100526",2158.001,2055,799,717.002,2361,2601,1130.001,1235
"ENSG00000100528",8960.001,8413,8126.001,6785.001,9634,10662,9518,8358.999
"ENSG00000100532",886.001,847,1026.001,985.001,1195,1182.001,1366.999,1119.999
"ENSG00000100554",2462.25,2512.59,3024.786,2437.396,3185.913,3268.719,3206.595,2849.503
"ENSG00000100557",4.042,5.002,2.318,4.002,1.055,1.001,4.006,6.004
"ENSG00000100558",10,7,2,1,5,4,2,15
"ENSG00000100564",862.013,814.801,1071.871,1090.493,1232.545,1420.159,1631.778,1462.888
"ENSG00000100565",0,0,0,0,0,2,1,0
"ENSG00000100567",9149.998,8770.001,8818.999,7463.001,7808.999,8388,6770.998,6762.999
"ENSG00000100568",3702.404,3852.818,3903.113,3276.934,4858.817,5143.639,4936.363,4059.994
"ENSG00000100575",2177.466,1923.925,2324.941,1973.013,2287.986,2377.954,2579.883,2328.999
"ENSG00000100577",709.001,734.001,778.968,656,1256.995,1298.999,1186.743,1022.001
"ENSG00000100578",2919.089,2835.513,2570.81,2293.105,3349.138,3610.06,3013.097,2748.482
"ENSG00000100580",2648.006,2244,1865,1998,2805,3164,2610.007,2320
"ENSG00000100583",169.865,123.951,91.944,113.863,185.814,247.996,102.038,101.149
"ENSG00000100591",14736.999,13185,11061.999,8998.999,13431.999,14701.001,12205.997,11163
"ENSG00000100592",1046,1150,1414,1430.998,1375.001,1575.003,1260,1125
"ENSG00000100593",4,0,0,8,42,28,13,16
"ENSG00000100596",3163.745,2810.206,3179.673,3269.121,4782.014,5388.577,5102.491,4823.72
"ENSG00000100599",2091,1966.999,2117,1919,1695.999,1849.999,1935.999,1821.999
"ENSG00000100600",2043.001,1852.999,1810.004,1605,2978.002,3307,2838.999,2546.999
"ENSG00000100601",1118,903,1073.001,911,1256,1279,1258.998,1038.999
"ENSG00000100603",7053.301,6722,6466,5629,7907,8444.001,6806,6341
"ENSG00000100604",17.54,22.027,5,28,1532.266,1728.346,1231.863,969.111
"ENSG00000100605",2.636,0,0,0,1.836,12.942,3.356,7.601
"ENSG00000100612",2869.483,2695.118,4306.461,3545.575,3785.579,4334.1,5238.751,4587.915
"ENSG00000100614",3289,3099.998,5696,5339.001,5170.999,5355,6746.998,6073.001
"ENSG00000100625",2479.552,2163.154,2060.302,1915.022,3297.794,3561.673,2810.38,2228.641
"ENSG00000100626",1098.974,924.641,358.441,353.467,2027.319,2237.64,1522.511,1270.698
"ENSG00000100628",0,6,0,2.531,0,0,0,0
"ENSG00000100629",1421.002,1379,726.999,734.001,1469,1740.001,715,653.998
"ENSG00000100632",18624,19104,13346,10526,18280,20276,14509,14111.001
"ENSG00000100644",24889.991,24088.524,29042.734,27438.183,29016.059,31632.118,27451.382,26427.113
"ENSG00000100647",1487,1297,6922,7050,2544,2615.001,6076,5588
"ENSG00000100650",18613.077,18038.475,20414.162,18206.144,19928.807,20726.053,20737.963,18969.271
"ENSG00000100652",7,8,3,5,5,6,4,18
"ENSG00000100664",26162.027,25635.502,19253.706,18458.725,22563.321,24862.043,20369.303,18812.318
"ENSG00000100665",0,0,0,0,0,0,0,0
"ENSG00000100678",0,0,0,0,0,0,0,0
"ENSG00000100697",6456.001,6194.998,4340.998,4445.002,7834.003,8847.999,7210,6289
"ENSG00000100711",2467.056,2119.465,2537.544,2283.74,2552.197,2538.076,2649.908,2504.681
"ENSG00000100714",14095.605,13348.694,5929.272,5675.817,9359.059,10637.706,7664.397,7052.533
"ENSG00000100721",0,0,0,0,0,0,0,0
"ENSG00000100722",6645.663,6256.742,5305.43,4908.91,11085.587,11972.503,9409.073,8464.265
"ENSG00000100726",5270.999,4602.999,2962.002,3006.998,4362.999,4547.001,4171,3542
"ENSG00000100731",5672.99,5257.998,9051,9599.001,6028.999,6620.065,8618,7482
"ENSG00000100739",7.924,10,43.685,60.607,224.056,241.463,427.38,307.316
"ENSG00000100744",1408,1201,1545,1317.001,1620.001,1687,1772.001,1415
"ENSG00000100749",3479.214,3328.975,2310.33,2156.003,4222.654,4431.703,3244.092,2904.894
"ENSG00000100764",7295.229,7104.14,6316.298,5807.344,7364.704,8100.87,7507.16,6546.638
"ENSG00000100767",147.457,189.737,136.05,107.207,248.206,259.874,259.62,276.333
"ENSG00000100784",603.406,563.47,697.699,792.458,794.258,867.154,765.98,680.946
"ENSG00000100796",7437.001,7089,13360.001,12871.001,8420.001,9038.001,14243.001,12412.003
"ENSG00000100802",638.002,627,733,731.998,1415,1594.003,1349,1125.998
"ENSG00000100804",10860,10545,10427,8791.999,10970.998,11890.001,9841.999,9574
"ENSG00000100811",11573.293,11024,9004.006,8256.001,11837,13034.001,10194.005,9365.633
"ENSG00000100813",27094.003,23206,28468,27572.001,30900.998,32923.997,32970.998,30661.001
"ENSG00000100815",3992.733,3552.968,4198.547,4542.287,5192.667,5735.572,5138.722,4697.708
"ENSG00000100836",10710.618,10443.612,10185.057,9200.405,13433.163,14339.413,14610.362,12620.909
"ENSG00000100842",35,15,22,39,6,3,6,0
"ENSG00000100852",9695.1,8941.038,8770.022,9111.115,14217.498,15858.974,14553.855,12813.091
"ENSG00000100865",2532.97,2448.517,2213.733,1990.264,2845.895,2755.938,2503.864,2136.086
"ENSG00000100867",184.924,139.001,314.346,266.019,457.185,712,874.041,847.001
"ENSG00000100883",5141.894,4686.035,4821.221,4276.968,6134.226,6450.583,5715.121,5232.801
"ENSG00000100884",0,0,0,0,0,0,0,0
"ENSG00000100888",7398.951,6982.5,7129.552,7327.78,9325.007,10024.553,8486.361,8169.341
"ENSG00000100890",2455.804,2549.178,2457.164,2221.909,2881.154,2963.765,2618.431,2511.123
"ENSG00000100897",219.605,0,233.68,223.088,145.038,767.075,145.84,561.037
"ENSG00000100902",13834.034,13135.885,13858.142,11361.718,13065.257,13763.319,12155.756,10834.332
"ENSG00000100906",1930,1977.999,2610.001,2080.002,1729.999,1796.001,1900,1545.997
"ENSG00000100916",1401,1198,3767.999,3419,1971,2140,3682.999,3373.001
"ENSG00000100918",0,0,0,0,0,0,0,0
"ENSG00000100934",7928.92,7245.539,6158.527,5898.81,9103.918,9956.397,7971.22,7070.687
"ENSG00000100938",310.672,279.44,431.291,314.145,836.591,708.151,585.068,731.728
"ENSG00000100941",27586,27402,25159.001,23249.999,27241,28259.001,27576,25042
"ENSG00000100949",475.973,556.845,1214.682,790.23,778.538,731.141,1029.761,800.362
"ENSG00000100979",2259.83,2244.756,37421.952,31863.659,3293.638,3477.215,24269.395,20503.571
"ENSG00000100982",2566,2400.999,2201.998,1892,2903.999,3196.001,2780,2387.999
"ENSG00000100983",3424.947,3336.296,5140.451,4524.521,3270.344,3454.901,4614.485,4287.208
"ENSG00000100985",1,2,6,2,4,7,0,6
"ENSG00000100987",0,0,0,1,0,0,4,2
"ENSG00000100991",5963,5679,6563,6250,7629,8574,8595,7682
"ENSG00000100994",6506,5856,6440,6304.001,9117,10232,9671,8015
"ENSG00000100997",2144.003,1954.999,3335.999,3095.002,2533.003,2985,3210.002,3074.997
"ENSG00000101000",1534.03,1274.575,3363.244,2997.386,979.087,1134.147,2041.206,1708.553
"ENSG00000101003",4769.454,4081.954,1746.609,1405.863,4472.206,5064.29,2453.224,2132.184
"ENSG00000101004",3485.67,2988.459,3982.221,3824.906,4664.352,4648.788,5344.325,4827.36
"ENSG00000101017",11,14,4,0,0,0,0,0
"ENSG00000101019",3581.886,3465.971,5782.087,5025.984,3990.895,4107.041,5152.047,4672.396
"ENSG00000101040",3596.999,3406.002,3574.999,3229.001,4248.999,4567.001,4122,3737
"ENSG00000101049",33,25,43.999,44,91.001,103,144,112
"ENSG00000101052",1482,1352.002,1454.999,1205,2327.001,2615.999,2480.001,2155
"ENSG00000101057",10751,10226,1206,1125,11179,12109,2214,2322
"ENSG00000101074",0,0,0,0,0,0,0,0
"ENSG00000101076",23.909,45.976,27.704,41.113,49.246,39.582,45.158,45.116
"ENSG00000101079",2509.818,2354.348,2444.838,2207.888,3420.032,3797.946,3631.098,3026.048
"ENSG00000101082",2.023,2.023,4.209,13.917,4.66,5.055,15.241,4.098
"ENSG00000101084",4511.27,4346.021,3729.078,2991.539,3976.453,4362.059,3893.504,3518.939
"ENSG00000101096",8,10,0,12,20,22,32,12
"ENSG00000101098",89.797,79.946,175.338,237.576,2981.031,3679.78,3326.805,2876.888
"ENSG00000101104",3449.984,3066.074,4002.389,3589.348,5130.612,5281.577,6658.82,5825.803
"ENSG00000101109",6504.016,6030.148,6229.303,6819,5349.563,5600.041,5218.816,4807.756
"ENSG00000101115",1816.138,1799.03,2138.034,1801.729,2534.847,2496.404,3626.556,3292.048
"ENSG00000101126",11763.998,11120.001,10250.001,9036.001,16977,18456,15260,13684
"ENSG00000101132",3554.001,3471,4491,3729.001,3326,3947,4127.001,3597
"ENSG00000101134",20,6,10,18.001,68,60.001,114,76
"ENSG00000101138",2672.578,2518.65,2278.916,2076.083,3256.558,3559.32,2848.638,2684.325
"ENSG00000101144",2170.618,1861.537,3020.184,2973.609,5977.393,7116.911,8650.221,7104.636
"ENSG00000101146",4868,4521.001,3928,3545.998,5059,5197,4873.001,4455.001
"ENSG00000101150",10479.002,9696,9863,9130.001,11170.999,11922.999,11749.999,10360.001
"ENSG00000101152",7422.001,6671,10386.002,10303.999,7391,8144,9210,8258.001
"ENSG00000101158",7712.896,7519.12,7191.063,6462.264,8963.998,9771.14,8931.903,8328.314
"ENSG00000101160",442.193,403.501,386.976,415.033,483.709,524.444,556.929,560.316
"ENSG00000101161",9614,8897,8245,7412,10894,12176,9399,9019
"ENSG00000101162",25.22,14.106,35.245,43.432,34.357,39.435,29.555,25.255
"ENSG00000101166",8399,7892.001,8304,7307,7786.998,8710.002,8393,7113
"ENSG00000101180",0,0,0,0,2,18,20,11
"ENSG00000101181",2653.302,2259.624,2699.326,2740.255,3153.155,3193.739,3294.022,2783.279
"ENSG00000101182",25361.001,24563,21410,18302.001,22969,24648.999,18680.999,17478
"ENSG00000101187",7650.999,6900.999,6891.001,6196,1974.002,2034.999,1569,1468
"ENSG00000101188",436,398,786,872,64,92,142,115
"ENSG00000101189",4534,4229,3664,3148,3633,3847,3133,2920
"ENSG00000101190",1421.597,1365.649,1272.029,1163.209,1705.468,1608.485,1715.001,1570.12
"ENSG00000101191",9449.999,8749.999,10484.999,10563.999,10440,11913.998,10671,9321
"ENSG00000101193",5229,5169,5979,5662,7375,8267,8032,7108
"ENSG00000101194",64,49,221,213,47,61,219,168.001
"ENSG00000101197",6,4,0,2,0,0,2,0
"ENSG00000101198",0,5,34,11,12,29,76.999,75
"ENSG00000101199",7192,6523.006,12930.996,13175.003,7554.001,8424.002,11375.999,10489.998
"ENSG00000101200",0,0,0,0,0,0,0,0
"ENSG00000101203",0,0,5,2,6,5,18,9
"ENSG00000101204",0,0,2,2,2,9,6,2
"ENSG00000101210",23692.902,22278.355,25963.738,20501.708,10468.434,10646.738,11954.379,11114.346
"ENSG00000101213",45.403,50.538,60.193,48.024,80.521,92.49,90.968,98.375
"ENSG00000101216",1891.999,1737.001,1868,1814,1792,2051,1934.999,1740.002
"ENSG00000101220",5367.001,5015.999,3015.001,2293,5294,5696.999,3944.999,3752
"ENSG00000101222",25,14,42,20,53,31,31,35
"ENSG00000101224",7887,7476,4399,3894.999,14661.002,16075.002,13156.001,11334.999
"ENSG00000101230",22,35,24,20,1,3,7,2
"ENSG00000101236",3234.455,2816.588,2393.281,2636.866,3082.331,3587.784,2795.581,2480.625
"ENSG00000101246",3382.998,3146.998,3337.001,3200,3355.002,3418,3772.002,3103
"ENSG00000101247",1912.015,1952.998,1995.995,1706.09,1740,1826.043,1904.827,1749.025
"ENSG00000101255",1565,1495,1781,1534,2126.999,2292.999,3481,2881
"ENSG00000101265",335.933,333.03,311.11,376.246,334.514,303.146,315.017,323.752
"ENSG00000101266",17186.95,15512.769,14676.291,13470.265,17678.756,19363.165,16551.588,15262.174
"ENSG00000101276",0,2,2,2,0,0,0,0
"ENSG00000101278",9.193,11.001,1,1,5.001,12.001,2,1.009
"ENSG00000101280",1,5.001,2.001,19.967,0.936,0,8.03,0
"ENSG00000101282",0,2,0,4,28,14,21,25
"ENSG00000101290",3255,3196.998,4327,4224.001,4123.001,4535.998,4629.001,3871
"ENSG00000101292",0,0,0,0,0,0,0,4.003
"ENSG00000101294",10797.101,10054.726,10518.761,8888.442,11746.736,12383.931,12425.405,10783.104
"ENSG00000101298",862.001,778.999,704.999,668,1058,1056.999,1253,988.987
"ENSG00000101306",50,52,36,42,60,40,20,56
"ENSG00000101307",21.277,17.031,16.942,17.154,15.152,36.119,34.672,25.027
"ENSG00000101310",5775.999,5267.481,6323.023,5625.508,6827.386,7144.001,6898,6441.901
"ENSG00000101311",1517.608,1420.296,2074.45,1992.827,549.879,534.286,760.819,764.379
"ENSG00000101323",0,0,0,0,0,0,0,0
"ENSG00000101327",0,0,6,8,0,0,0,6
"ENSG00000101331",0,0,0,2,6,0,0,0
"ENSG00000101333",4197.006,3896.053,4041.001,3974.513,3378.002,3689.036,3728.175,3421.044
"ENSG00000101335",368,385,363,340,1495,1420,1100,983
"ENSG00000101336",0,4,28,0,0,0,0,2
"ENSG00000101337",5447.001,5005,5704.999,5038,7135,7692,7387,6806.998
"ENSG00000101342",16.86,35.397,22.483,41.686,39.928,68.998,40.42,67.993
"ENSG00000101343",2975,2538.001,2648.001,2515,3694,3711,3277,2843.001
"ENSG00000101346",5891.704,5554.599,4322.281,4244.395,5984.03,6364.782,5245.177,4942.999
"ENSG00000101347",3924.596,3610.319,2812.458,2791.02,3058.302,3181.452,2442.6,2389.014
"ENSG00000101349",4,4,15,13,38,19,19,33
"ENSG00000101350",4911.227,4648.042,5375.091,5407.07,5320.002,5948.115,5640.793,5048.026
"ENSG00000101353",19.544,61.68,61.43,41.791,135.864,222.541,80.749,203.029
"ENSG00000101361",34136.996,32224.998,19847,17708.999,30383,31237.001,24562.999,22663
"ENSG00000101365",4224.001,4160,4585,3985,4628.999,4814.001,4711.999,4050.999
"ENSG00000101367",13616,13083,12752,11043,13603,14084,12289,11177
"ENSG00000101384",207,233.999,924,890,293.001,342.999,1045,1004.001
"ENSG00000101391",2899,2669,2407.001,2210.998,2922.001,3011.001,2686.001,2597.999
"ENSG00000101400",601,506,495,413,862,869,820,612
"ENSG00000101405",0,0,0,0,2,0,0,0
"ENSG00000101407",3832.999,3639.999,2029,1872.999,4493,4815.001,3654.001,3501
"ENSG00000101412",5572,5177,396,378,8761,9651,2205,2171
"ENSG00000101413",4127.001,3839,4356.001,3824.006,5017.079,5487.004,5061,4303.124
"ENSG00000101417",1254.736,1125.596,936.29,966.27,2221.14,2584.685,2224.618,1945.453
"ENSG00000101421",5316,4909,5739.998,4740,4720,5080.995,5225,4643.986
"ENSG00000101425",4,0,0,2,0,0,0,0
"ENSG00000101435",0,0,0,1,0,0,0,0
"ENSG00000101438",0,0,0,0,0,0,0,0
"ENSG00000101439",9314.999,9120.999,13256,10283,7619,8028,9779,8320
"ENSG00000101440",7,2,7,11,4,8,12,8
"ENSG00000101441",9.3,27.266,18.325,11.039,0,0,0,0
"ENSG00000101442",1005,961,886,764,1261,1346,1279,1205
"ENSG00000101443",14,46,28,17.002,21.001,1,18,15
"ENSG00000101444",18270,16030.001,22001.001,20503.999,21597,23529,27760,24963
"ENSG00000101445",4,4,4,4,15,6,10,6
"ENSG00000101446",0,0,0,0,0,0,0,0
"ENSG00000101447",4150,3802,2461,2109,4203,4750,3007,2800
"ENSG00000101448",64.887,72.135,94.032,91.736,157.407,175.03,188.087,132.718
"ENSG00000101452",1613.49,1712.329,1378.224,1336.263,1921.377,2080.696,1754.175,1675.368
"ENSG00000101457",2569.001,2474,2586,2060,2535.999,2750.999,2358.999,2330.998
"ENSG00000101460",54,68,101,87,23,52,43,38
"ENSG00000101463",0,2,0,0,2,4,0,2
"ENSG00000101464",1688,1334,1605,1353,2513,2580.979,2361.999,2152
"ENSG00000101470",11,2,54,24,9,14,54,37
"ENSG00000101473",840.562,896.62,1072.954,1008.736,1165.048,1135.67,1451.341,1080.789
"ENSG00000101474",7719,7624,7118,6460,9630,10447,10236,9144
"ENSG00000101489",16,18,24,25,93,64,56,55
"ENSG00000101493",2407,2330.999,3044.999,3072.001,3463.001,3949.002,3996,3493
"ENSG00000101542",94,50,53,33,245,225,407,339
"ENSG00000101544",4268,4355,3723.001,3485.999,5291,5761,5071.001,4574
"ENSG00000101546",2570.22,2337.59,1627.995,1530.806,3729.251,3986.605,2877.979,2898.844
"ENSG00000101557",9642.967,9527.14,8403.001,7480.952,11522.996,12766.241,10631.812,9750.001
"ENSG00000101558",7314.001,6857,6599.001,6091.999,8859.469,9705.998,8987,7699.681
"ENSG00000101574",985,906.999,783.998,681.001,1304,1542.999,1179,1038
"ENSG00000101577",1950,1887,1293,1347,3281,3506,2860.001,2655
"ENSG00000101596",7505.407,7575.689,3909.903,4279.122,8670.517,9625.528,6725.401,6202.485
"ENSG00000101605",8,6,16,17,65,56,75,66
"ENSG00000101608",16342.747,15015.58,18800.822,15607.739,12262.856,12467.868,11375.49,10723.632
